address,1,10,42161,1_isEOA,10_isEOA,42161_isEOA
0xb2fbf923588764859c3a7ad2ddf90e4d24ed3005,1,0,0,1,1,1
0xf942f26188229025aa81ae96cc0d19408bd62dd9,1,0,0,0,1,1
0x9caf663a9be37294ed59d823300a72a1131af908,1,0,0,1,1,1
0x4f50d47d20380172746527bbeaa274940c38efac,1,0,0,1,1,1
0xf3d476566bcc8e882a3910f1471428522449d89e,1,0,0,1,1,1
0x4b8a4d312fa8867a7a6bde233be107767134ec17,1,0,0,1,1,1
0x92ff688d17504ff04f6551150ff34de61cf6f772,1,0,0,0,1,1
0x18e107442088140723defbde898b19df03c820c3,1,0,0,1,1,1
0x08072a5fbc90eed1ca4fb863c1df8aa1fec61cfa,1,0,0,1,1,1
0xb5714084eef0f02efdd145dfb3fe2e3290591d7b,1,0,1,1,1,1
0x38f9abd4bd8947da035abf51fc21244108a81ca6,1,0,0,1,1,1
0xfceb4a0db29e4a685828dca79123d068ee34b04a,1,0,0,1,1,1
0x8ce72f0bc8c11a23992227498ec5a1776171a913,1,0,0,1,1,1
0x519b01527d3e27a31476a7ab037f263bf25b46d1,1,0,0,1,1,1
0x6a73204db71f8e054bf9a0680b02ae96f700b595,1,0,0,1,1,1
0xe912126a225710666d880ede47aa8d2e77981213,1,0,0,1,1,1
0x9e0ee8cad01a4dfc4167d077b0e5227e0090141b,1,0,0,1,1,1
0x91635821189683cbe95d6a513e49bc55d3654797,1,0,0,1,1,1
0x65fdaa0eb1d6753305e5812fdabf157069e2668d,1,0,0,1,1,1
0x13a307c0796546a90dbc82dce879edbc7fd81da1,1,0,0,1,1,1
0x1830c41eedea4f101688f1aa6b2c2ef9370ad48d,1,0,0,1,1,1
0xf847e9d51989033b691b8be943f8e9e268f99b9e,1,0,0,1,1,1
0xf3f49dd68586335ee3b01a86368043508c962c2a,1,0,0,1,1,1
0x562a01eb1c18e167d3b26504bfa08edb68c5681a,1,0,0,1,1,1
0x2c57372149b9e426f091dc01a52734e68f6fc71c,1,0,0,1,1,1
0xd3e14d46ee219ff85174c076ddfbb7f99dd0f9b0,1,0,0,1,1,1
0x40a47b7e54f0308e0e996a5183a63140e65af463,1,0,0,1,1,1
0xe07698d23e9064a0387c227e9302922475de936a,1,0,0,1,1,1
0x129c6695dfe7a906bd8fda202d26dfff601f83a4,1,0,0,1,1,1
0xa6a6df461c3ee7f4fa5be53df0ace9ffc18f3b11,1,0,0,1,1,1
0xab1580ee6c593d1ae69c8e80592160bcdb9f6c97,1,0,0,1,1,1
0xe7ae2a7dfbe9e7c154bea9140128b8d85840f17e,1,0,0,1,1,1
0xd1557310fba3729595c5a694b64823068990a0d2,1,0,0,1,1,1
0x2ce0c7ebda7d0681589bc12cb650232f7b88b19b,1,0,0,1,1,1
0x88858f2608043c9d2577653283330f4a438a84d5,1,0,0,1,1,1
0x33553d090e71beaf150fd6f231600466511d2acd,1,0,0,1,1,1
0x4bf4c3b150375afd7434e3ee9be515d1b03c20f7,1,0,0,1,1,1
0xa593c79be37da42c6253cc0b624f543c9af0f43c,1,0,0,1,1,1
0x73ed8f1613e8afa35d47cf635742db0765d03f19,1,0,0,1,1,1
0xd77c6bb30cee69c435948709838eb99d60b33bf2,1,0,0,1,1,1
0x5fae4c088b1d8dddbdafff93a648dd87a71c6dea,1,0,0,1,1,1
0x8473ed4616eb1c681a5f801c9eca9ba2548373bf,1,0,0,1,1,1
0x99bcea6bb0403927fb3c038163478d5b42082fd9,1,0,0,1,1,1
0x76363226b9e31b78c2077ecea78f440d81299f39,1,0,0,1,1,1
0xb8a48b0b7326d422662f79f8ef07e417b1d32eef,1,0,0,1,1,1
0xed8877f8536781d2fc40c1e0054cbeb8fd960ee4,1,0,0,0,0,0
0xa2ca783ebc8466ed1b7ddbd3cdc3debef7507fc2,1,0,0,1,1,1
0x7a0f3177798b5b4aa4fc6f6bda760bbc208293b6,1,0,0,1,1,1
0x785b12cbd173b29767a36017e7bdf39fe559e749,1,0,1,1,1,1
0x2acfd4d5ebbc9803ee5b6ba190ba41b8b3e6a29d,1,0,0,1,1,1
0xd180442920c4f65b6358a377aec6ff24cf1dc1db,1,0,0,1,1,1
0x0f3fef58efc0fc81fce8f48403dcd34dfb5af3b1,1,0,0,1,1,1
0x9709173ed6f194a953a77204359dbfd0e88a54d0,1,0,0,1,1,1
0xfa776a60200f8dba10a91c6686a4bd2c792c412e,1,0,0,1,1,1
0x626dd0a2b919831151ccb54f9e8ee1a9cda76aa5,1,0,0,1,1,1
0x357dfdc34f93388059d2eb09996d80f233037cba,1,0,0,1,1,1
0xa356867fdcea8e71aeaf87805808803806231fdc,1,0,0,0,1,1
0xb9cc785f0fe533ed4340fc5ace85bb1436006fb5,1,0,0,1,1,1
0xd8bdd80bbc4d874702a1670e98d028847fa2c712,1,0,0,1,1,1
0x918558df5a12ba43657222bbcf1a735494a5024f,1,0,1,1,1,1
0xa09190b3a851be514ad20f9cc1e88d326040c01a,1,0,0,1,1,1
0xaf98ef6ff24eac330e71403c71a647dec7263e89,1,0,0,1,1,1
0x82abedf193942a6cdc4704a8d49e54fe51160e99,1,0,0,1,1,1
0x3ae0e9a6b67a9ca5cf2f42a0b3266b2098d399ab,1,0,0,1,1,1
0x7ac34681f6aaeb691e150c43ee494177c0e2c183,1,0,0,1,1,1
0xd6fca65266adac7a35d679ad53dd3aea1f94b95f,1,0,0,0,1,1
0x842c89c5927f37cb7859ffd7b5a6400bcd917378,1,0,0,1,1,1
0xff0b6ffc4507812f5380062d91a79e464508bde1,1,0,0,1,1,1
0xaabd5fbcb8ad62d4fbbb02a2e9769a9f2ee7e883,1,0,0,1,1,1
0x29ab02016fd6a2c6fe199f8a2c28c1dd8735dd81,1,0,0,1,1,1
0x53d10c2792343966911c849bc2e80e5938e9069a,1,0,1,1,1,1
0x4b4de68ef03ae45c0d1026801da71258ddc6bcf6,1,0,0,1,1,1
0xe88fb9fbb19d42fc0fcbac071d43755a69a00c2a,1,0,0,1,1,1
0x101d5810f8841bce68cb3e8cfbadb3f8c71fdff0,1,0,0,1,1,1
0x04b372c5f465f4d863aa731c5dfa18d7cabebb43,1,0,0,0,1,1
0xe39a00f9fc4332441b3519daae2c35231d93725e,1,0,0,1,1,1
0x4f4f34aad460df89f7ac8e296bc80a1899e391f0,1,0,0,1,1,1
0xba55bdbf959df826da6c35487eb15fad2164662d,1,0,0,1,1,1
0xf2bae9fcd8e3443e647007a035c99a2766c06a28,1,0,0,1,1,1
0xdbc43ee13c8f1b655b3e96e260dec84b83f73e4c,1,0,0,1,1,1
0xccb26b5cc4e1ce29521da281a0107a6672bfe099,1,0,0,0,1,1
0xb77f0cf73554bbe0895036969ff06c35f7a3e61c,1,0,0,1,1,1
0x9a44394ffd96a78d0b5c5b2f5dcff6052c70176d,1,0,0,1,1,1
0xa98307c09934ccdc66a1e893bd668e4955eae26d,1,0,0,1,1,1
0x904e16c255c9308794eb232d001798facdf0b05d,1,0,0,1,1,1
0xfd4414020b69177fa69e5a01c360553cdfc54cbd,1,0,0,1,1,1
0x6f5cc3edea92ab52b75bad50bcf4c6daa781b87e,1,0,0,0,1,1
0xbbb33d2e7bd7ddc722e53da9ca8ee97df41cfabf,1,0,0,1,1,1
0x3c229864378b3b0adf98ae247ca33986aed8ec1e,1,0,0,1,1,1
0x5d1c179b281404407b9ffda824903e4b541443bb,1,0,0,1,1,1
0x73ff252d6d895dc5a761115e6149fd83dc4e49d5,1,0,0,1,1,1
0x0000000f9c4e004706afdca3b2f0c8f08838eb58,1,0,0,0,1,1
0x046f601cbcbfa162228897ac75c9b61daf5cee5f,1,0,0,1,1,1
0x477c8ece9393713d258169aa50cdaf27e422214d,1,0,0,1,1,1
0x56553a996ec3324d7694475cd6b12d7f380feab0,1,0,0,1,1,1
0x6f9ac5b3fa4308620c6763d9aa5a65446e75f5b5,1,0,0,1,1,1
0xe264886feb92e9c6a92fa196dfdc09d330b66c17,1,0,0,1,1,1
0x025a69de7ca0a92323c2adb9ac9447634281a492,1,0,0,1,1,1
0xccd2eb019b01659b007e3ca2aa6cab205221273a,1,0,0,1,1,1
0x6ebfdc29d54db480914c0bf379c1912a233d1be2,1,0,0,1,1,1
0xe40c9db4b30c32dfb29f48379c21fc459337ea95,1,0,0,1,1,1
0xad7cd53d45e6c146a113d416a0d10fd32c3274ea,1,0,0,1,1,1
0x7e0305db11088ec12ab00b7d68f26ab31f722027,1,0,0,1,1,1
0x3c0756ba2b1d702f8f63629555625b11be81546f,1,0,0,0,1,1
0x6addaa208ea7c6e413f0c514dc1ba7510390c500,1,0,0,1,1,1
0x3fbc23d5c04c6a7e205510637736c73d8fbffa17,1,0,0,1,1,1
0x5ba8c82f74c61ec40c3c80b12800c2ed3773a33b,1,0,0,1,1,1
0x7140cdf63cab6a52dc236be37f037fef1bec7dd9,1,0,0,1,1,1
0x2856f97d3718f81f3459a1bd21cda477c89d14b4,1,0,0,1,1,1
0xbbc43cf94ad648d6e5c547485f67d0cbb8ad7420,1,0,0,1,1,1
0xc56e12fd9435bbedd79e03429cfe798271aa4b5e,1,0,0,1,1,1
0x91f466c4a75680e3b61d14017c25eb34a8ab6e08,1,0,0,1,1,1
0x48f88a8d8e4a9dff33c0a4d857a81a189c2d6e07,1,0,0,1,1,1
0x6f2a8ee9452ba7d336b3fba03cac27f7818aead6,1,0,0,1,1,1
0x12b0e1b718b33d16512bd7a81c3680faee3c7e3f,1,0,1,1,1,1
0xc9f93136d6d2fa435f6ad724bc53670eda14ece4,1,0,0,1,1,1
0x097d2e56912f80e5a3e4c87d72f0bc38ca991cd5,1,0,0,1,1,1
0xe98d0043e7a95b8f63b8b6c9cd4ba8647362447c,1,0,0,1,1,1
0xb263586fe1f9b81b06f5b0d6dd5ed3f2b9927c31,1,0,0,1,1,1
0xa238819a0cca2deab598724f172810e9ebd052c7,1,0,0,1,1,1
0xcceda976bfca65600f84f7a9f078de3a9c75c88f,1,0,0,1,1,1
0xd050e0a4838d74769228b49dff97241b4ef3805d,1,0,0,0,1,1
0xbf4e827cae9c7f7b4b4a80127654b819d514223e,1,0,0,1,1,1
0xd952dc6d2badb958dcb263d5883f76a65dbbf842,1,0,1,1,1,1
0xc60be045d5fda1576e3430aa3860f4f6ec8a452f,1,0,0,1,1,1
0x31421c442c422bd16aef6ae44d3b11f404eeabd9,1,0,0,1,1,1
0x446ccd4633512f321b400cf89c1877f8307f6c26,1,0,0,1,1,1
0xd8dea87ddcc0c3c1464ded6102e4d3e829d0ae41,1,0,0,1,1,1
0xf700e32d0ef9b2195e9ccdd6c61d8cb3e2e27f83,1,0,0,1,1,1
0xb8bd8f4c420ada4d999f2619503d5aaa139ed7c2,1,0,0,1,1,1
0xf7d3802de1fb659c28fd940665ff5640a7dcc44b,1,0,0,1,1,1
0x84a8c31e027874cd8a94196a8c522978bf9617ac,1,0,0,1,1,1
0xaf0d4acc71bd4bd40f36e81f58a87722aea17cae,1,0,1,1,1,1
0x74756b75fc77896a88ba3544572ce1595d78d7d9,1,0,0,1,1,1
0xeda2d0deecfd0dc79515ce5e6eada9e96b036a7d,1,0,0,1,1,1
0xcca89d02b1fcb375ba7296c4173ccdd84102cdfa,1,0,0,1,1,1
0x9df5fa8badcbccc2f545f51f4ec465ccdcb8afe8,1,0,1,1,1,1
0xd8a2ac83ce5fab728d9f8b902c563b047168d5b8,1,0,0,1,1,1
0x5341836d04d1d32874e0df9a56e9861ce82c4ddc,1,0,0,1,1,1
0xeda2159a6e2d1f2c24bc9bdde075619e01017e77,1,0,0,1,1,1
0x60e33f77532d6b290123082ee2ac90a321a820e3,1,0,0,1,1,1
0xdb9416b6c8d03572c74c7c5a239489603b09152e,1,0,0,1,1,1
0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,1,0,0,1,1,1
0x70081c5a9c6c64e3c3a48883c261de00cb31664f,1,0,0,1,1,1
0xd58150dafa405270c2595a02e72751731f36ad49,1,0,0,1,1,1
0xdac76a12126c4d811f927795bf5491ecb11f48a8,1,0,0,1,1,1
0x5c2e7837a5dc5d07c6977bfedb46a1f3ec6a5a77,1,0,0,1,1,1
0x318c477bcc1a8226f0e08d77cd960aea35f09080,1,0,0,1,1,1
0xf71530c1f043703085b42608ff9dcccc43210a8e,1,0,0,0,1,1
0x48e5d0022ee3a189b4c66e5d15fad32107a851c8,1,0,0,1,1,1
0x30a14d1bfba95f1867a67ae8c18a950075592c99,1,0,0,0,1,1
0x5c220ef085eaa7bd72c4ececc6dcdcecfcde8016,1,0,0,1,1,1
0xd45173e0cb9b32176ed691dcd02ea8de9b2d0829,1,0,0,1,1,1
0xefbe8bf708ed068030b43c7cfc62d8f078b75531,1,0,0,1,1,1
0x764cc2882105ee6424a2b83b9e7966c2d904fc02,1,0,0,1,1,1
0x0b80093c11695cf9f4c496503091a25feb2be411,1,0,0,1,1,1
0x048c66cd5940871f5469119150f13fe36893d9bd,1,0,0,1,1,1
0x1c494f1919c1512ebe74a5dcc17dac9a64069023,1,0,0,1,1,1
0xd3802dce7f7a54d59e7a64329d287624ff3f495a,1,0,0,1,1,1
0x670455079de6f6b64ef6dae8057728ec62689ef8,1,0,0,1,1,1
0x57e1edec286676f45aa020dffd45e6ee6501847b,1,0,0,1,1,1
0x23d65814f48d01680732c9d7200633cee3692a37,1,0,0,1,1,1
0xb6ba584d5c1241bf56624ac4d1a085ccb3104562,1,0,0,1,1,1
0x9897234207415ce76166192d20373b848f6d5254,1,0,0,1,1,1
0xc814db50d7543d0f4aa8d8e5cedcf4a40f8dc7f9,1,0,0,1,1,1
0x51a125f89cbe0bfbfd62fee8a750aaec8fabc441,1,0,0,1,1,1
0x0ad1aa090893894b7f3378189e2b401d6338f32e,1,0,0,1,1,1
0x3a729b2e42b0fde99fad59b7833545757ebbc91b,1,0,0,1,1,1
0x2c5d618b5ddbf80a33d65dbe48f3968067a66cc4,1,0,0,1,1,1
0x779492adfff61f10e224184201979c97cf7b1ed4,1,0,0,1,1,1
0xd316467b48cd04113dd895d9ad8649c2cb91692f,1,0,0,1,1,1
0xfe4841a4615b8132e6e116a033ca39333c63d121,1,0,0,1,1,1
0x000000000035b5e5ad9019092c665357240f594e,1,0,0,0,1,1
0x66666dd8f8ac0dce5348647038701728f7912345,1,0,0,1,1,1
0x69449f50f833185dd09b5cd0afa6872d4f92d1e1,1,0,0,1,1,1
0xd85e821b874cff4880031b96601dc73bfe92f48c,1,0,0,1,1,1
0xd3c97cbb8636a9920fce40f63b4f419aac50f342,1,0,1,1,1,1
0x5b7060fe99ed27e7b8f00b61966cbddf1c6a4c18,1,0,0,1,1,1
0x69cfafca9c889d6efc1acc5651ce7a5ec6cdc231,1,0,1,1,1,1
0x13ae5042d3abe5371b6b24b73e57ec718222a4da,0,0,1,1,1,1
0xe0b8dcf25e8e106c21ee534f696cb43d8af11174,0,0,1,1,1,0
0x9e233dd6a90678baacd89c05ce5c48f43fcc106e,0,0,1,0,1,0
0x9466ebf24b2761fba6cbfd7f93d306c017325de7,0,0,1,1,1,1
0xf5aeb1950d37d061cdeeec545f33fed7bda8b159,0,0,1,1,1,1
0xcdc43c1a4050508219f4f9d7db997bcd52679cea,0,0,1,1,1,1
0x25da7de6924d85299af569a4075659918f63c446,0,0,1,1,1,1
0x3fc113d0e2fe8dba815aa373906f63c171845d40,0,0,1,1,1,1
0xc0a12b169ad39cd94ba8a1f2068809a4636e383f,0,0,1,1,1,1
0xbefe110c2da80e143bc9b74b6b032b7fcb36a24d,0,0,1,1,1,0
0x167bd42e65d2f979226f5709bfa41ecb10872544,0,0,1,1,1,0
0x5d488cc1e19d19debcfaa17bec2d525616e06a82,0,0,1,1,1,1
0xc5afc3a0f462c5a387393421b6a253204a3be8d2,0,0,1,1,1,1
0x4769c88d0e6e435b23325e87e558c300c7fb6351,0,0,1,1,1,1
0xda5b14a05a59bd7b2322a37e8faa6d5ef0b5c588,0,0,1,1,1,1
0xc8efb96a118fccbb0c7f81f5b4a301ec13d62dab,0,0,1,1,1,1
0xc7c3db08ce70c3e591f22eb3723c825191d87b37,0,0,1,1,1,1
0x40e0ada6842ffeb97282b5b75d0bc29ab310e342,0,0,1,1,1,1
0x467a7a63c58946ac0da1d32df46c2ee8ca5c5faa,0,0,1,1,1,1
0x6f8064293713ff7c93dd7a500147c3d175104453,0,0,1,1,1,1
