address,eth_amount,arb_amount,distribution_network
0x5e1042b15B3B0Cf1875A7e9Ea379A9e75318a099,0,3305112250388324024320,42161
0x1eA35Ea6BB8a4DE79451a7b11E59B53B4332CE36,0,3244868086786846883840,42161
0x973B1E385659E317Dd43B49C29E45e66c0275696,0,3229170813773362495488,42161
0xDe3258C1C45a557F4924d1E4e3d0A4E5341607Ee,0,3229170813773362495488,42161
0xB3E2B1808ab9e81F3Abfc8C9f78B1dD680Cef948,0,3229170813773362495488,42161
0x8d7C49bF99861A4A189F8adf7882BD85f47E298D,0,3229170813773362495488,42161
0x9AF628d4Fb349c2bA6B4813bBde613A1668b346c,0,3229170813773362495488,42161
0x779492ADFff61f10e224184201979C97Cf7B1ED4,0,2798614782873049235456,42161
0xab58779cec2B82A75Ffd103fDc88D7e3aDb13468,0,2751372802411231444992,42161
0x72E5f354645e8212D3Fa9B80717E6c31887eAa7F,0,2723402036566417211392,42161
0x243fFB6d39aD73327242D08329b8273B81ed0Ab0,0,2676823560059467857920,42161
0x3E250a0AE9fF6005EA9daB67B5bEA09948A0a1DF,0,2656353548447313821696,42161
0x010857643750D1c1261acc526141dEc6029F4809,0,2620488582165022375936,42161
0xAcF01994330A01C9de6c282BCF6c62231AbCf8E4,0,2589929153145911377920,42161
0x61806bC4009f472AC91fe60B775df4a17a860545,0,2552883848249168363520,42161
0x987FC4FC9aba7fFbDb3E8d0F9FfED364E01DC18c,0,2539691261092384735232,42161
0x035890c1957b5CB2481748C457A2301c1CCC6014,0,2521332489132114444288,42161
0xfAEdac34826384eBf7002eFD0D90bdbEdEc69f57,0,2384754440461165789184,42161
0x4740Fa6b32C5b41EBbF631fE1aF41e6Fff6e2388,0,2261298970133718106112,42161
0x4F20Cb7a1D567A54350a18DAcB0cc803aEBB4483,0,2174377291378407243776,42161
0x110ac4F87E25df91996b0312883388cAcAE57721,0,2150942464725813297152,42161
0xe2eC0bC10C1ac3510a6687481d2dFa567e340469,0,2140940184179094061056,42161
0xc7D2a419f8f2eAa06B3811cF7faAa7440DCf96b7,0,1996365000497218715648,42161
0x09CF915e195aF33FA7B932C253352Ae9FBdB0106,0,1903667178916752392192,42161
0x5180db0237291A6449DdA9ed33aD90a38787621c,0,1889678387014126010368,42161
0x3AcC85F18eCB556451c83E551AD526Ff6A48ba4D,0,1862579488646849888256,42161
0x45C2700a0b0e84FffFfC74dbe4Ca415BC940F93d,0,1861607347263350505472,42161
0x3CF1287B3E23Ce21742F6118ABCFF6709724409f,0,1843652996761285820416,42161
0xc550C0d95fC2A8c56c093dE17003dC9f741A6b00,0,1788384780237888552960,42161
0xCB9055fc2a8f0F27041dC238574100a22dF0C15e,0,1768493630096135159808,42161
0x02eF8147E2D0997cCA48d99f01bAD846D16558fa,0,1766202961680516513792,42161
0x4e7541783a0256e0EEf6cCA2b175Da79548db269,0,1749134114576867262464,42161
0xe016ec54349E1Fdc09C86878F25760ED317a7911,0,1749134114576867262464,42161
0xEC6f7607cD7E4C942a75d40C269deC01BBc9A15e,0,1749134114576867262464,42161
0x17f61d0F9701A7fB5814C2d4AD3dC3831e07b277,0,1749134114576867262464,42161
0x6b339824883E59676EA605260E4DdA71DcCA29Ae,0,1749134114576867262464,42161
0x4d108e41b380AeCd04693690996192BEEe29174c,0,1749134114576867262464,42161
0xAe1E5C84B73136a49eFb70a15149c350015391eD,0,1734148902699911348224,42161
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,0,1711224092746460692480,42161
0xfE6524AC5f0c01132785e56d518b77E89184A6ff,0,1662470686859629428736,42161
0x53ab66E5bAb196CF86F65feD79981cb85470200e,0,1614585323740822241280,42161
0x99D5A75dD2866b61b4404a41359731806ea95780,0,1587094475794191482880,42161
0xdd85061c99d4c6F4B199333ccE156CD5C6dc03a3,0,1399307391436524617728,42161
0x92DE4fF2037f8508c8A2D8EfB61868B284c6081c,0,1399307391436524617728,42161
0x57Ef012861c4937A76B5D6061bE800199A2b9100,0,1361485005341510598656,42161
0xBba2cC2bd78Cc04B899CEaFa9297fB010c03f870,0,1351467425956734697472,42161
0xeDfF3E9b6d596501c7FE806ef26bff395C01BDbE,0,1338698550097446174720,42161
0xE36c30fecEB9656Cde97765230e31C66e034d831,0,1325262179282056380416,42161
0x3CB8a3cF7F8783887B6a3D4f7fCe53399BC11f41,0,1303858273381545672704,42161
0x3631401a11Ba7004d1311e24d177B05Ece39B4b3,0,1259376569147013201920,42161
0x3408d4459bf50e2E54eDFefA5F356981B57d8CE9,0,1258579034067426344960,42161
0xF58F0eB44BbD052D23471154BC8DA3e2B1204fF8,0,1237715742542173569024,42161
0x68F593572402632C724bc2d2fCa05e91541269F3,0,1145090424150760882176,42161
0x5Fae4C088b1d8DddbDaffF93A648dd87A71C6dea,0,1117153581816420892672,42161
0x0D17C877A33442920128C55aE26bA2f2e65F2469,0,1088013286318826455040,42161
0xE0fB918Bc8bf9B106644310c525cd6034eF68598,0,1061944066269482057728,42161
0xE04cE8E0149a37Ba5100963049fbC34cA55644DD,0,1056350678042421886976,42161
0x4334703B0B74E2045926f82F4158A103fCE1Df4f,0,1039404221643229757440,42161
0xF96FCF3742726De8696102463c44cEd4b58F9D93,0,1025396472484749901824,42161
0x59c14a0F9A13C0fD99a9d44e5Af2553eFe6F5f0D,0,1020270696568740380672,42161
0x6792c4bDc1b45EfA131ecCa985A28EF5c4622E48,0,974537480864447594496,42161
0x5aFf0d87032CE6DDCeBD88Cd0F05139339EC5452,0,967735318139156561920,42161
0xb7d49ADB031d6DBDF3E8e28F21C6Dd3b6f231cD5,0,963343387574734946304,42161
0xffd4DAe0d7D8ddb6F408dca0a47763Ae3A57F4Ce,0,898670044064001032192,42161
0x3bbEc29ab82DB1F0bE3F67261CC902C4e35ab70D,0,896271452323392389120,42161
0xe5D0Ef77AED07C302634dC370537126A2CD26590,0,894079727479990910976,42161
0xB3e5f9f58040e06A34304C3563b8ed50f0aC2960,0,880757599074875736064,42161
0x6EBFdc29d54dB480914c0bf379c1912A233D1Be2,0,860371398488599953408,42161
0xdE3ceD85c1739bc3821e4425D6923e1480F56b07,0,860371398488599953408,42161
0xcd659f10F049FAFcA242B51d6B18e22daCd1FA96,0,860371398488599953408,42161
0xd18F8d664cB4eAB74774DfAe5674ECfdB19DC2E6,0,860371398488599953408,42161
0xFF51712C8F5b7108D1896B94CE5C183659B82eF7,0,860371398488599953408,42161
0x094e4b82a5722271546CCa99c8C351BD840669AE,0,860371398488599953408,42161
0x5DE8Ac0d4e700821b55E848c4ac2d4467D8a38C0,0,860371398488599953408,42161
0x3A00C59c3BB8360fAE3C83a24F4b5FA557F44Fdd,0,860371398488599953408,42161
0xeD2EE0A646B7fd9cD5795ca09ac5A6ffC1761A90,0,860371398488599953408,42161
0xE2d079278c0f4959199136F8db11c645d69A292b,0,855464795056930553856,42161
0x1f9c076cB4dAE43B7a96736643BcDA326ae33C5C,0,849555286273929248768,42161
0x42251055EAF88262C49b718F6DA4542Db2c8431e,0,830961544116107608064,42161
0x67D33CF1C7c699078f86D517A5a1cd1444A1E85C,0,816863165971311099904,42161
0x45d198C91f196D29FcA0Cf9EB77a371dD45a38Ba,0,764586703746672361472,42161
0x10e158D1B398bB1c42e73cCaFda4528467fEE2dC,0,754701825152870252544,42161
0x768a49D40b674a9EF54f5D1cF3d1054A749e905a,0,747546458818521071616,42161
0x5eeA118E75f247014c6D0E990f02a0c254EDC852,0,743946243123555860480,42161
0x95A8187C952df0ba4C0bFf856adB7612A585853E,0,740843572248883363840,42161
0x163fF9aeEB29691832FC84fea9cF2CACCab2136c,0,737480654835521683456,42161
0xca9Db30D957936b376dBC271fab9e67A45163a09,0,714394043040445104128,42161
0x4af918825059066c10783B70d97d47EA0a373955,0,710250386011015741440,42161
0x062DCFA15D76c25AD580821c5C398d6e543A1a0B,0,709789092785249845248,42161
0xDd08dcCce66e7eEC1Cf8d8B1adAe99a88A19e65f,0,702045386352573415424,42161
0xf75B575FB27BEF41bb2825E96Dc53D5E95BA26Fe,0,699653612572403302400,42161
0x82e56Bb8C10EFe251e1879937F44095e82F9404d,0,698771435008348389376,42161
0xaC136EdAa6e5280e344dd3a2d463d7C5Ed93cDC5,0,697358786863834202112,42161
0x785b015195Cc3f5577241E41eB60b95A045FAD16,0,692515207993291440128,42161
0xE9B05bC1FA8684EE3e01460aac2e64C678b9dA5d,0,692492592319641812992,42161
0xb44f710054AABE793A14125646BadFD43791a5c4,0,691047184706679341056,42161
0xf69EA6646cf682262E84cd7c67133eac59cef07b,0,680905219116830294016,42161
0x92703b74131dABA21d78eabFEf1156C7ffe81dE0,0,676641499466996121600,42161
0x53bDE82456403b7366A1Ee566320816a6E596d80,0,667180498462407131136,42161
0x3e5260F242E78993b5b4ea066D6FB82339ec69C2,0,662018969827025092608,42161
0x4B90294aDAeeD1f8d239d7514f0787ed8926AF48,0,655374451650409660416,42161
0xf5A36e16A8e2B49282464e20C38Ffc7379e7D777,0,654779626175079776256,42161
0x391891Af67E29D97E61E30C3036a0874F5Da411e,0,653363652196205461504,42161
0xBb179f078BAC0FF4f181F6e01606cCAe883Ef74D,0,617079797076240760832,42161
0x7Aedc2d3a4Aa945E22F2Aaf4f0716C674b969Ffa,0,606727971338260316160,42161
0x84e6b1db8b5644EB46C316Ea39Da35BE9fC0a4af,0,590085163616158351360,42161
0xd56CEadC729EA516c2FB989419A0939B1D589130,0,588172975150735491072,42161
0x327b9dEe1830F8201efa751fd96F7B1aD0b300A1,0,580241525368423251968,42161
0x92228FFb485Fe39E5479837E0697829504527Fdf,0,534191523941317214208,42161
0xeD2FB6BdCFb0831A508D4D18376951AE6762190b,0,494577677168157130752,42161
0x0B76598e9Ddd53237Fa1632ddbFC8Db1a2C7D897,0,491640799136342867968,42161
0x2b661fD729ABd1cF1865Ec588f64690c7E060BA3,0,491638803635726712832,42161
0xd7686BA05D0d5a0045128E1e6CBAEeE69A46388F,0,486631261131223793664,42161
0xba83835DBb2fd2377297e0271f7871D6B6F80f68,0,479237598764963135488,42161
0xE703a67255A5752Aa8a5c4F8A6980840eea01B25,0,467058725921182121984,42161
0xf3D476566BCC8E882A3910F1471428522449d89E,0,460913249190321455104,42161
0x160c438F4Be2d0Bc61a613b31D77D59Ac48994BA,0,452386641349243371520,42161
0xD131F1BcDd547e067Af447dD3C36C99d6be9FdEB,0,442510908799931842560,42161
0x57eA1335fDC312ED4cb8c174393d7b374ced5C67,0,442194788243990577152,42161
0xBD58b30bFF344ec61F61F54bBd97E16210CCB171,0,433121413234088280064,42161
0xEf49Eb38d571c35196926e973DF197733c892525,0,428859522793152249856,42161
0x8621Acd7ecb6b3Bc8480aB8968b056739000F39b,0,425618996084247625728,42161
0xd9d77Edc0650261e0b2b1F99327d538A613BF930,0,419792134285098418176,42161
0xA58d1ebC8f9526fBdAE0aeb12532D13BA2ddf871,0,419792134285098418176,42161
0x399a2214627541167D5173768E287D4a3D7154d9,0,408289237275037073408,42161
0x5e05A68e939e4E9Dfa93Eb400e9F85E59916Ed8B,0,404156721790714642432,42161
0xa8e32Be4CA13b271673f8b01F1eeACFde66FA413,0,393253306424087478272,42161
0x5492397355778320B77f7dAD53A8E501E21c9497,0,386505022215432372224,42161
0xcA59254EF758Ddfa5aae350422Fdd816c11D9031,0,383867801859476160512,42161
0x9ffe669C32cEd95a688f381cE85F82b71AD7bB73,0,381872134951611203584,42161
0x7fCAf93cc92d51c490FFF701fb2C6197497a80db,0,372609686258328928256,42161
0x8866b6E25e8D32eAab16Fa41C91c1A22277bE8f3,0,368226236571525906432,42161
0xE9Da0D4D2aCC12Bbb8543F300eaf0882Ea3b4EF8,0,359423251895111581696,42161
0xE2e4F2A725E42D0F0EF6291F46c430F963482001,0,354563376436203552768,42161
0x096A11f594767E372cc41bc4DB94fD9FA3BB4214,0,352403579602660491264,42161
0xb349E0E3cb02218A4d0FFF0027461Ac6B68E5541,0,337721517527640965120,42161
0x68643e703feE87367a63F68385D565a5ca63A433,0,334433930262538747904,42161
0x8d376C5ffbeB3fD49eEA7B6447df493CEd1c18AF,0,324522611285572714496,42161
0xc9f69ff262e45C289d8488C59F46900915d9f352,0,321250156566809673728,42161
0x6d90562E565640725C9d57848c1fee90DC5aDF16,0,314167127129795919872,42161
0x00F928a6aDC7c345EF919fe5A8Be2458580eF9f6,0,311265336650482188288,42161
0xF3B75aa86fcc2E82Fd648C5c95FA13Ca13089555,0,305802820005497798656,42161
0xeA10EC4b4ffF0cCDB284Cd52598219Df343b7A0C,0,304799415779011854336,42161
0x552ec58ec4aa8b5374B042F2995fa857167c99aF,0,297874197182391779328,42161
0x8d21e3C8993633546E89cb4A24e5c0A5BC4D97E5,0,295905469532844720128,42161
0x2550761D44e709710C15B718B2B73A65151a8488,0,292808452576584630272,42161
0x5F153d9101E83E7A1b62124dA044ee3e785d4EEe,0,291650729635783311360,42161
0x16eFA79798245378aA50eC23020a638A96439372,0,290319897016531288064,42161
0x87616fA850c87a78f307878f32D808dad8f4d401,0,288858691690357653504,42161
0x70bF28a83EF3Ba8A6113b5757aa594d8c7CA249c,0,281493132624441081856,42161
0x395aC087bF51012065A57EDfd89489a77F962b69,0,281394687927377854464,42161
0xac89a53c033D5146DA003EE21aC8FaDb5Ac34dB3,0,278351715779471704064,42161
0x83b1a48376E045D26420200345414e6b93066396,0,278076336694443409408,42161
0x77956a9D1b9901BbE4CFC2ED37DB17500Fbe7B0C,0,273890108985203032064,42161
0xbB13da09cc9C97AE3D6e3a96eDA62EfBB8868C67,0,261022123261979230208,42161
0x6912a141AD1566F5DA7515F522BB756A5A9E85e9,0,260871795548896100352,42161
0x12c951e8D4838420e01EB8a0E6eC2bDc44A83249,0,252315587782011846656,42161
0x6837aF70dfC66eF1490D3b019806e6897cA68c1C,0,251424763048620228608,42161
0xc62785b58724D744B843e479D76D47897E61Ca7e,0,248987092754278678528,42161
0xD6a92049479E4461cf9a89d1ba5f6498cd32BD9B,0,247994663781181554688,42161
0x9466ebf24B2761FBa6CbFd7F93d306c017325dE7,0,246581017886359453696,42161
0xE143eEdDf3f4b9C1088274DE996C3ddbe282eae2,0,245823060235659608064,42161
0x7140CdF63CaB6a52DC236bE37f037fEf1beC7dd9,0,245820399568171433984,42161
0xfDbAA5EEe7Cdf45EEc3a71a672065A67191Fda7A,0,244167293599411634176,42161
0x43Bf99D656be7c354B26e63F01f18faB88714D64,0,237096237166094811136,42161
0xE729419Ee0551a57B06aAA3DE2c936Cd6aD72C60,0,236264612284315500544,42161
0x45e5bdB64AF009A5792b650BF5bd110665500Da3,0,223315975077855723520,42161
0xdD537C675Db2597A0ff2a51C382dD36Ba716D8Fb,0,222980564682624991232,42161
0x113fF6e05b020c095dC588F56573cA7738cE9bC3,0,221428896661852717056,42161
0xF1213DFAf6a572d4bD5d79EAB9182FC96D32fE0f,0,219916307194813284352,42161
0x09be9ab0Eb61327D26904baE69eFdc6633D5eEc8,0,218439803030582558720,42161
0x3B27b21020bab5E57488Ff1141FF7E9969DA3c99,0,214903110771898023936,42161
0x8a70b9FeFd03D8C54877bc26203A87f253266FC8,0,214697740500152877056,42161
0x9f412598c64585C2120849E76b8993948D175D0d,0,212361674445516800000,42161
0x156c2d0D9CfA744615b022229026423E24a566ee,0,209896067142549209088,42161
0xbB49444efe86b167d1Cc35C79A9eb39110DbD5E3,0,209896067142549209088,42161
0x1E593f9FAbd9A166fC6Dd0Ad8255A266fDfb490e,0,206477275711935348736,42161
0x442B263a0aAB7c90A822A99E49d27Cc8D2Af20eD,0,205173881226155360256,42161
0xF264a87F5Aa492Ca4F6c6fDD5D9125874e30DfF9,0,203780190337494679552,42161
0x23Be060093Db74f38B1a3daF57AfDc1a23dB0077,0,203425323811256532992,42161
0x6Ed7D31d758d24dfFE6A467fd5700212C93DefA5,0,201219464171824054272,42161
0x585CfeF02eF9202CCb43D1E2Fb21d62E63F6dF3a,0,196012371605706506240,42161
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,0,195921742619389853696,42161
0x8F327BD691dc0d03779a070430B52cAC59c07a04,0,195782057576259518464,42161
0x3D345F2236e0AB54c05C673B2F39F3f6c462C4dd,0,193143506886559170560,42161
0x82E8936b187d83FD6eb2B7Dab5B19556e9DEFF1C,0,190422309213006725120,42161
0x0A0bcaa41f8b59ca10b2Ba71743Ee2CA330c93D7,0,188923521958562332672,42161
0xCAf97f2EB437dF82EeB5280004D6B68a6CbA8EcE,0,188856672687921364992,42161
0x604dbcB8d265e1ABA1DCE152ABb8498EF555832F,0,187676832948624457728,42161
0x79dE94216395eAFe072B8B50216b5648eDb3f609,0,185885871145632563200,42161
0x82ead3431FbF709E4e5A3942E66cADf6369d7268,0,177470013588750663680,42161
0x8a223E5b4b061D13b249aD16F77395691E18bc13,0,177192805294824226816,42161
0xdc5F094B02F03795A342Da297b4D4fed410D7b95,0,175742076346885373952,42161
0x5B7ab4B4B4768923cDdef657084223528C807963,0,175217425976556683264,42161
0x6165fD87C1BC73a4c44b23934e9136fd92df5b01,0,171629349577006448640,42161
0x3E9C43f09834250b7623058B3369C9209221280B,0,169410020308414922752,42161
0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6,0,167723323412616708096,42161
0xb09c059533C35A0a0acb82CdE4b7BeeA25473c81,0,166348257196373409792,42161
0xa5aA012B5bC4B5Ec47524E5A905226611612D045,0,166082356739271852032,42161
0x919eb8b9Ee1903d22cf20A6db92C1B3B8983F20E,0,164882894577249452032,42161
0xAFaB1aDFb25E919D9f6eE7196f1AD0FFA93cAD12,0,164087354998278848512,42161
0x188cef72D427e7C7adB16dCf482c3B2De7FBD0c9,0,161812484295871299584,42161
0xF6853c77a2452576EaE5af424975a101FfC47308,0,157553587105859567616,42161
0x6a73204dB71F8e054bf9A0680b02Ae96f700b595,0,157014968231217922048,42161
0x62933bF74E3C3a3adEa1ce935A9CCf5919c992de,0,156483001025296728064,42161
0xdDc9066A4A5cB45Bc51D318d282Ee9b044eaF8A8,0,155208042423296819200,42161
0x7eA251f8A6457fb001f7F349B27a32b404D8c268,0,154276476218992197632,42161
0xC82ffAA215b588e0c16fdfc3B338A1e111C1FC9A,0,153348734724201840640,42161
0x9CAf663A9Be37294Ed59D823300A72A1131Af908,0,152408521350560612352,42161
0xE470abB64B9f03187e3C7F6059278642cc09Bc02,0,152109196258138554368,42161
0xC13F274e5608C6976463fB401EcAbd7301187937,0,149643090080016891904,42161
0x166B6770f7513ee4BE7a88f7C8d250E5E8BCbfAF,0,149320151563637096448,42161
0x15BDd87fE60E212C150d18D205766bDA86350152,0,148768229351554449408,42161
0xF5f61157f3c13e4bbC5C42E75Ae80946b72de83F,0,147605351367494795264,42161
0x58dA297B728c0aA7A235648e5BDDd6B8920672b8,0,147492605582682488832,42161
0x44692cd1FBd67acFA3cA0c089B4f06dFae07df79,0,142225481706362486784,42161
0x618D64611aF0a80F77472051077F488f12004daa,0,139283116047853764608,42161
0x47EcaA29Ee34b822A57BDA29AfBd107ca855dfD5,0,138133707692953092096,42161
0x125955cd603650EB3b1c0cF000Ab78aD0213DDaF,0,137385561253615992832,42161
0x8f109EFeD59Ae8a3916E0368ef282811E2Ed6621,0,136669509115855224832,42161
0x6a5dBF2Fb5206EC8192620810C3edB6d5e62B188,0,133921372183984816128,42161
0x62d51Fa08B15411D9429133aE5F224abf3867729,0,133003441900557189120,42161
0x87c19db664B77B1055F1Ed678FD3Ba7141ed3336,0,130102482879833522176,42161
0xB8a87098C7c5B04c6EE70311d7bE8E9AC654d5E4,0,129320412930021900288,42161
0x11b67a503B3B702104EeeF69a4eA1365D0F2c658,0,129018926045265690624,42161
0x8E0e95504Db4F909324b30Ce2b1001120d9153Db,0,128297053697374519296,42161
0xf65a315ba8E4D455f26cbF3E687C51FAEF979595,0,126894383055941189632,42161
0x8D2Ec45eD2E53103F677e34580A54e02a8e40320,0,122910199784085716992,42161
0x184B59e0b80e0d4aB9d689b242E1357D941c9B32,0,120104027042628993024,42161
