Address,pctOfWeightedTotal,1_isContract,42161_isContract,10_isContract,flagged?,chain,SDL,veSDL
0xB3E2B1808ab9e81F3Abfc8C9f78B1dD680Cef948, 0.19917,0,0,0,0,42161,1343316063692776021543144,0
0x8d7C49bF99861A4A189F8adf7882BD85f47E298D, 0.19917,0,0,0,0,42161,1343316063692776021543144,0
0x9AF628d4Fb349c2bA6B4813bBde613A1668b346c, 0.19917,0,0,0,0,42161,1343316063692776021543144,0
0x67E3ea119E141406c37e2CA783b749Fe1437673f, 0.19917,1,0,1,0,1,1343316063692776021543144,0
0x04B3f2Ac72AAD1Cdb12A4Cb516E2183F1D455442, 0.19621,1,0,0,0,1,1323340000000000000000000,0
0x1eA35Ea6BB8a4DE79451a7b11E59B53B4332CE36, 0.19571,0,0,0,0,42161,1320015750000000000000000,0
0x987FC4FC9aba7fFbDb3E8d0F9FfED364E01DC18c, 0.19059,0,0,0,0,42161,1285479452054794520547945,0
0x779492ADFff61f10e224184201979C97Cf7B1ED4, 0.17261,0,0,0,0,42161,1164207255200405885337392,0
0x72E5f354645e8212D3Fa9B80717E6c31887eAa7F, 0.16797,0,0,0,0,42161,1132919185216894977168949,0
0xab58779cec2B82A75Ffd103fDc88D7e3aDb13468, 0.16595,0,0,0,0,42161,366066894045604855789946,188298626206947764952500
0x243fFB6d39aD73327242D08329b8273B81ed0Ab0, 0.16145,0,0,0,0,42161,1088934666584261242674616,0
0x3E250a0AE9fF6005EA9daB67B5bEA09948A0a1DF, 0.16022,0,0,0,0,42161,1080607428875950545695887,0
0x010857643750D1c1261acc526141dEc6029F4809, 0.15805,0,0,0,0,42161,1066017531111111000000000,0
0xAcF01994330A01C9de6c282BCF6c62231AbCf8E4, 0.15621,0,0,0,0,42161,632603075628482296960336,105245710859492982633855
0x61806bC4009f472AC91fe60B775df4a17a860545, 0.15398,0,0,0,0,42161,1038515833760151350760356,0
0xFcfBF39D5211498AfD8a00C07AAD44A2a96118d0, 0.15231,1,0,0,0,1,1027312780890410958904109,0
0x035890c1957b5CB2481748C457A2301c1CCC6014, 0.15207,0,0,0,0,42161,1025680750000000000000000,0
0x3dFc49e5112005179Da613BdE5973229082dAc35, 0.14826,1,1,1,0,1,1000000000000000000000000,0
0xfAEdac34826384eBf7002eFD0D90bdbEdEc69f57, 0.14383,0,0,0,0,42161,970120645000000000000000,0
0x4F20Cb7a1D567A54350a18DAcB0cc803aEBB4483, 0.13775,0,0,0,0,42161,929067878468563400070249,0
0x4740Fa6b32C5b41EBbF631fE1aF41e6Fff6e2388, 0.13639,0,0,0,0,42161,919898825948473366755976,0
0xe2eC0bC10C1ac3510a6687481d2dFa567e340469, 0.13205,0,0,0,0,42161,890618550228310502283105,0
0x110ac4F87E25df91996b0312883388cAcAE57721, 0.12973,0,0,0,0,42161,875005709160730465253743,0
0xc7D2a419f8f2eAa06B3811cF7faAa7440DCf96b7, 0.12041,0,0,0,0,42161,812123384123738216314329,0
0x09CF915e195aF33FA7B932C253352Ae9FBdB0106, 0.11482,0,0,0,0,42161,774413873491734298720737,0
0x5180db0237291A6449DdA9ed33aD90a38787621c, 0.11397,0,0,0,0,42161,214719228044429316304699,138500985040659875897375
0x3AcC85F18eCB556451c83E551AD526Ff6A48ba4D, 0.11234,0,0,0,0,42161,757699343580546793758122,0
0x45C2700a0b0e84FffFfC74dbe4Ca415BC940F93d, 0.11228,0,0,0,0,42161,757303888393815833848115,0
0x3CF1287B3E23Ce21742F6118ABCFF6709724409f, 0.11120,0,0,0,0,42161,750000000000000000000000,0
0xb4d47Add34a5dF5Ce64DdC6e926A99fc1F8F817f, 0.10788,1,0,0,0,1,727629534500253678335869,0
0x4e7541783a0256e0EEf6cCA2b175Da79548db269, 0.10788,0,0,0,0,42161,727629534500253678335869,0
0xe016ec54349E1Fdc09C86878F25760ED317a7911, 0.10788,0,0,0,0,42161,727629534500253678335869,0
0xEC6f7607cD7E4C942a75d40C269deC01BBc9A15e, 0.10788,0,0,0,0,42161,727629534500253678335869,0
0x17f61d0F9701A7fB5814C2d4AD3dC3831e07b277, 0.10788,0,0,0,0,42161,727629534500253678335869,0
0x4d108e41b380AeCd04693690996192BEEe29174c, 0.10788,0,0,0,0,42161,727629534500253678335869,0
0xc550C0d95fC2A8c56c093dE17003dC9f741A6b00, 0.10786,0,0,0,0,42161,727516864573018117937116,0
0xCB9055fc2a8f0F27041dC238574100a22dF0C15e, 0.10666,0,0,0,0,42161,719425115051453715895637,0
0x02eF8147E2D0997cCA48d99f01bAD846D16558fa, 0.10653,0,0,0,0,42161,221053797394051530640537,124359857497300009414480
0xAe1E5C84B73136a49eFb70a15149c350015391eD, 0.10459,0,0,0,0,42161,705453620136698098058827,0
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060, 0.10321,0,0,0,0,42161,175909230839629316818532,130054639017832668756435
0xfE6524AC5f0c01132785e56d518b77E89184A6ff, 0.10027,0,0,0,0,42161,572754443779167637753909,25885096190051097035470
0x53ab66E5bAb196CF86F65feD79981cb85470200e, 0.09958,0,0,0,0,42161,671658031846388010771571,0
0x99D5A75dD2866b61b4404a41359731806ea95780, 0.09572,0,0,0,0,42161,645631767956610774131881,0
0x6b339824883E59676EA605260E4DdA71DcCA29Ae, 0.08767,0,0,0,0,42161,591353215372907153729070,0
0xdd85061c99d4c6F4B199333ccE156CD5C6dc03a3, 0.08630,0,0,0,0,42161,582103627600202942668695,0
0x92DE4fF2037f8508c8A2D8EfB61868B284c6081c, 0.08630,0,0,0,0,42161,582103627600202942668695,0
0x57Ef012861c4937A76B5D6061bE800199A2b9100, 0.08211,0,0,0,0,42161,553853532023128275678619,0
0xBba2cC2bd78Cc04B899CEaFa9297fB010c03f870, 0.08151,0,0,0,0,42161,549778398700000000000000,0
0xeDfF3E9b6d596501c7FE806ef26bff395C01BDbE, 0.08074,0,0,0,0,42161,544584038945641452589083,0
0xE36c30fecEB9656Cde97765230e31C66e034d831, 0.07993,0,0,0,0,42161,539118055000000000000000,0
0x3CB8a3cF7F8783887B6a3D4f7fCe53399BC11f41, 0.07864,0,0,0,0,42161,530410960000000000000000,0
0x3631401a11Ba7004d1311e24d177B05Ece39B4b3, 0.07767,0,0,0,0,42161,523893264840182648401826,0
0x3408d4459bf50e2E54eDFefA5F356981B57d8CE9, 0.07591,0,0,0,0,42161,511991302222222000000000,0
0xF58F0eB44BbD052D23471154BC8DA3e2B1204fF8, 0.07465,0,0,0,0,42161,503504114444444000000000,0
0x68F593572402632C724bc2d2fCa05e91541269F3, 0.06906,0,0,0,0,42161,465824052763266432384569,0
0x5Fae4C088b1d8DddbDaffF93A648dd87A71C6dea, 0.06738,0,0,0,0,42161,454459315432312031299598,0
0x2291F52bddc937b5B840d15E551e1DA8C80c2B3c, 0.06625,1,0,0,0,1,446882282950164815180617,0
0x0D17C877A33442920128C55aE26bA2f2e65F2469, 0.06562,0,0,0,0,42161,229992083333333000000000,53153224532098794842795
0xE0fB918Bc8bf9B106644310c525cd6034eF68598, 0.06405,0,0,0,0,42161,432000000000000000000000,0
0xE04cE8E0149a37Ba5100963049fbC34cA55644DD, 0.06371,0,0,0,0,42161,202646567407086700704406,56769509700721972451185
0xe5D0Ef77AED07C302634dC370537126A2CD26590, 0.06346,0,0,0,0,42161,428032090309487569761543,0
0x4334703B0B74E2045926f82F4158A103fCE1Df4f, 0.06269,0,0,0,0,42161,422830854661020271872575,0
0xF96FCF3742726De8696102463c44cEd4b58F9D93, 0.06184,0,0,0,0,42161,129072358338438884114861,72015002695332258426970
0x59c14a0F9A13C0fD99a9d44e5Af2553eFe6F5f0D, 0.06153,0,0,0,0,42161,415047218888889000000000,0
0x6792c4bDc1b45EfA131ecCa985A28EF5c4622E48, 0.05878,0,0,0,0,42161,310450787685573346666278,21498024076755271327275
0x5aFf0d87032CE6DDCeBD88Cd0F05139339EC5452, 0.05837,0,0,0,0,42161,393675799130000000000000,0
0xb7d49ADB031d6DBDF3E8e28F21C6Dd3b6f231cD5, 0.05810,0,0,0,0,42161,391889166861284941256880,0
0xffd4DAe0d7D8ddb6F408dca0a47763Ae3A57F4Ce, 0.05420,0,0,0,0,42161,365579920146728805841270,0
0x3bbEc29ab82DB1F0bE3F67261CC902C4e35ab70D, 0.05405,0,0,0,0,42161,364604203954283124019493,0
0xB3e5f9f58040e06A34304C3563b8ed50f0aC2960, 0.05312,0,0,0,0,42161,267200879891472204125788,22773061203187829707390
0x6EBFdc29d54dB480914c0bf379c1912A233D1Be2, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xdE3ceD85c1739bc3821e4425D6923e1480F56b07, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xcd659f10F049FAFcA242B51d6B18e22daCd1FA96, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xd18F8d664cB4eAB74774DfAe5674ECfdB19DC2E6, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xFF51712C8F5b7108D1896B94CE5C183659B82eF7, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0x094e4b82a5722271546CCa99c8C351BD840669AE, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0x5DE8Ac0d4e700821b55E848c4ac2d4467D8a38C0, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0x3A00C59c3BB8360fAE3C83a24F4b5FA557F44Fdd, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xeD2EE0A646B7fd9cD5795ca09ac5A6ffC1761A90, 0.05189,0,0,0,0,42161,350000000000000000000000,0
0xE2d079278c0f4959199136F8db11c645d69A292b, 0.05159,0,0,0,0,42161,348004037715377421111117,0
0x1f9c076cB4dAE43B7a96736643BcDA326ae33C5C, 0.05124,0,0,0,0,42161,345600000000000000000000,0
0x42251055EAF88262C49b718F6DA4542Db2c8431e, 0.05012,0,0,0,0,42161,338036073704545450566554,0
0x67D33CF1C7c699078f86D517A5a1cd1444A1E85C, 0.04927,0,0,0,0,42161,332300854890496594705110,0
0x45d198C91f196D29FcA0Cf9EB77a371dD45a38Ba, 0.04611,0,0,0,0,42161,311034720600000000000000,0
0x10e158D1B398bB1c42e73cCaFda4528467fEE2dC, 0.04552,0,0,0,0,42161,307013532983062496483026,0
0x768a49D40b674a9EF54f5D1cF3d1054A749e905a, 0.04508,0,0,0,0,42161,304102744955011669995950,0
0x5eeA118E75f247014c6D0E990f02a0c254EDC852, 0.04487,0,0,0,0,42161,302638131584552000000000,0
0x95A8187C952df0ba4C0bFf856adB7612A585853E, 0.04468,0,0,0,0,42161,301375953864587646369951,0
0x163fF9aeEB29691832FC84fea9cF2CACCab2136c, 0.04448,0,0,0,0,42161,300007916666667000000000,0
0xca9Db30D957936b376dBC271fab9e67A45163a09, 0.04308,0,0,0,0,42161,251288170936613849752768,9832027286275998772430
0xaC136EdAa6e5280e344dd3a2d463d7C5Ed93cDC5, 0.04301,0,0,0,0,42161,290097163850837138508371,0
0x4af918825059066c10783B70d97d47EA0a373955, 0.04283,0,0,0,0,42161,64434175844692891326516,56124114238433601510290
0x062DCFA15D76c25AD580821c5C398d6e543A1a0B, 0.04281,0,0,0,0,42161,288743000000000000000000,0
0xDd08dcCce66e7eEC1Cf8d8B1adAe99a88A19e65f, 0.04234,0,0,0,0,42161,285592868062931933230275,0
0x82e56Bb8C10EFe251e1879937F44095e82F9404d, 0.04214,0,0,0,0,42161,284260998686862018254721,0
0x785b015195Cc3f5577241E41eB60b95A045FAD16, 0.04177,0,0,0,0,42161,277745267625685650891922,992676027555714671785
0xE9B05bC1FA8684EE3e01460aac2e64C678b9dA5d, 0.04176,0,0,0,0,42161,281706765064549631080926,0
0xf69EA6646cf682262E84cd7c67133eac59cef07b, 0.04106,0,0,0,0,42161,276992997951451772790846,0
0x92703b74131dABA21d78eabFEf1156C7ffe81dE0, 0.04081,0,0,0,0,42161,242003829785950469624929,8313667030655161023240
0x53bDE82456403b7366A1Ee566320816a6E596d80, 0.04024,0,0,0,0,42161,271409729482478233939585,0
0x3e5260F242E78993b5b4ea066D6FB82339ec69C2, 0.03993,0,0,0,0,42161,75922048388499308816955,48347007411543498864010
0x4B90294aDAeeD1f8d239d7514f0787ed8926AF48, 0.03952,0,0,0,0,42161,160355884360402496183837,26562785451719250023675
0xf5A36e16A8e2B49282464e20C38Ffc7379e7D777, 0.03949,0,0,0,0,42161,215850689372451327689567,12628601732623128591570
0x391891Af67E29D97E61E30C3036a0874F5Da411e, 0.03940,0,0,0,0,42161,265789046907669608691298,0
0xBb179f078BAC0FF4f181F6e01606cCAe883Ef74D, 0.03722,0,0,0,0,42161,251028711788579326636337,0
0x7Aedc2d3a4Aa945E22F2Aaf4f0716C674b969Ffa, 0.03659,0,0,0,0,42161,78759181036880480426955,42014615643513097718735
0x84e6b1db8b5644EB46C316Ea39Da35BE9fC0a4af, 0.03559,0,0,0,0,42161,240047269390150710197154,0
0xd56CEadC729EA516c2FB989419A0939B1D589130, 0.03547,0,0,0,0,42161,239269406400000000000000,0
0x92228FFb485Fe39E5479837E0697829504527Fdf, 0.03222,0,0,0,0,42161,217309705695373428879983,0
0x2b661fD729ABd1cF1865Ec588f64690c7E060BA3, 0.02965,0,0,0,0,42161,199999218888889000000000,0
0x0B76598e9Ddd53237Fa1632ddbFC8Db1a2C7D897, 0.02965,0,0,0,0,42161,200000000000000000000000,0
0xd7686BA05D0d5a0045128E1e6CBAEeE69A46388F, 0.02935,0,0,0,0,42161,197962175002358689826807,0
0xba83835DBb2fd2377297e0271f7871D6B6F80f68, 0.02890,0,0,0,0,42161,194954383129999531711862,0
0x160c438F4Be2d0Bc61a613b31D77D59Ac48994BA, 0.02728,0,0,0,0,42161,184031389400000000000000,0
0x57eA1335fDC312ED4cb8c174393d7b374ced5C67, 0.02667,0,0,0,0,42161,179885312732592401083653,0
0xBD58b30bFF344ec61F61F54bBd97E16210CCB171, 0.02612,0,0,0,0,42161,176194280679574971109465,0
0xd9d77Edc0650261e0b2b1F99327d538A613BF930, 0.02589,0,0,0,0,42161,174631088280060882800608,0
0xA58d1ebC8f9526fBdAE0aeb12532D13BA2ddf871, 0.02589,0,0,0,0,42161,174631088280060882800608,0
0xEf49Eb38d571c35196926e973DF197733c892525, 0.02586,0,0,0,0,42161,174460571280545624732153,0
0x8621Acd7ecb6b3Bc8480aB8968b056739000F39b, 0.02567,0,0,0,0,42161,173142266583683973409347,0
0x7fCAf93cc92d51c490FFF701fb2C6197497a80db, 0.02485,0,0,0,0,42161,167657914764079147640791,0
0x399a2214627541167D5173768E287D4a3D7154d9, 0.02462,0,0,0,0,42161,166092505256087381706578,0
0x5e05A68e939e4E9Dfa93Eb400e9F85E59916Ed8B, 0.02437,0,0,0,0,42161,164411379230313867118963,0
0xa8e32Be4CA13b271673f8b01F1eeACFde66FA413, 0.02371,0,0,0,0,42161,99816915534344777636364,15039750686343785817590
0x5492397355778320B77f7dAD53A8E501E21c9497, 0.02331,0,0,0,0,42161,156279013438677428771605,237912544393708128245
0x9ffe669C32cEd95a688f381cE85F82b71AD7bB73, 0.02303,0,0,0,0,42161,155346033554827908615951,0
0x8866b6E25e8D32eAab16Fa41C91c1A22277bE8f3, 0.02221,0,0,0,0,42161,149794877115000383381274,0
0xE9Da0D4D2aCC12Bbb8543F300eaf0882Ea3b4EF8, 0.02167,0,0,0,0,42161,146213767243861932115659,0
0xfFc026655b71147784f1CCd9D410c5Bc11d41cEF, 0.02155,1,0,0,0,1,145390271072187589954330,0
0xE2e4F2A725E42D0F0EF6291F46c430F963482001, 0.02138,0,0,0,0,42161,144236816499308835268619,0
0x096A11f594767E372cc41bc4DB94fD9FA3BB4214, 0.02125,0,0,0,0,42161,143358186018763199659241,0
0xb349E0E3cb02218A4d0FFF0027461Ac6B68E5541, 0.02037,0,0,0,0,42161,137385519070171690525770,0
0x68643e703feE87367a63F68385D565a5ca63A433, 0.02017,0,0,0,0,42161,136048128911174672029559,0
0x8d376C5ffbeB3fD49eEA7B6447df493CEd1c18AF, 0.01957,0,0,0,0,42161,132016149718942107631622,0
0xc9f69ff262e45C289d8488C59F46900915d9f352, 0.01937,0,0,0,0,42161,130684931510000000000000,0
0x43Bf99D656be7c354B26e63F01f18faB88714D64, 0.01906,0,0,0,0,42161,128610794013191273465246,0
0x6d90562E565640725C9d57848c1fee90DC5aDF16, 0.01894,0,0,0,0,42161,127803539188384656943491,0
0x00F928a6aDC7c345EF919fe5A8Be2458580eF9f6, 0.01877,0,0,0,0,42161,126623096428585427309925,0
0xF3B75aa86fcc2E82Fd648C5c95FA13Ca13089555, 0.01844,0,0,0,0,42161,124400951293759512937595,0
0xeA10EC4b4ffF0cCDB284Cd52598219Df343b7A0C, 0.01838,0,0,0,0,42161,123992769267133566530102,0
0x2550761D44e709710C15B718B2B73A65151a8488, 0.01811,0,0,0,0,42161,122202153824048706240487,0
0x552ec58ec4aa8b5374B042F2995fa857167c99aF, 0.01796,0,0,0,0,42161,121175576380603099722033,0
0x8d21e3C8993633546E89cb4A24e5c0A5BC4D97E5, 0.01784,0,0,0,0,42161,120374685993922459741617,0
0x5F153d9101E83E7A1b62124dA044ee3e785d4EEe, 0.01759,0,0,0,0,42161,118643831600000000000000,0
0x16eFA79798245378aA50eC23020a638A96439372, 0.01751,0,0,0,0,42161,118102466530721658490570,0
0x87616fA850c87a78f307878f32D808dad8f4d401, 0.01742,0,0,0,0,42161,117508026607424682013633,0
0x70bF28a83EF3Ba8A6113b5757aa594d8c7CA249c, 0.01697,0,0,0,0,42161,114511745721595408892721,0
0x395aC087bF51012065A57EDfd89489a77F962b69, 0.01697,0,0,0,0,42161,114471687441709884209382,0
0xac89a53c033D5146DA003EE21aC8FaDb5Ac34dB3, 0.01678,0,0,0,0,42161,113233802246847627175411,0
0x77956a9D1b9901BbE4CFC2ED37DB17500Fbe7B0C, 0.01652,0,0,0,0,42161,111419228012172167894418,0
0xbB13da09cc9C97AE3D6e3a96eDA62EfBB8868C67, 0.01574,0,0,0,0,42161,106184133304592670403144,0
0x6912a141AD1566F5DA7515F522BB756A5A9E85e9, 0.01573,0,0,0,0,42161,106122981749944195455801,0
0xf75B575FB27BEF41bb2825E96Dc53D5E95BA26Fe, 0.01528,0,0,0,0,42161,103091001818028073735835,0
0x12c951e8D4838420e01EB8a0E6eC2bDc44A83249, 0.01521,0,0,0,0,42161,102642263273549257876803,0
0x6837aF70dfC66eF1490D3b019806e6897cA68c1C, 0.01516,0,0,0,0,42161,102279877480357492641551,0
0xc62785b58724D744B843e479D76D47897E61Ca7e, 0.01501,0,0,0,0,42161,101288244627822893972396,0
0xb44f710054AABE793A14125646BadFD43791a5c4, 0.01499,0,0,0,0,42161,101118721460000000000000,0
0xD6a92049479E4461cf9a89d1ba5f6498cd32BD9B, 0.01495,0,0,0,0,42161,100884535118774909644789,0
0x9466ebf24B2761FBa6CbFd7F93d306c017325dE7, 0.01487,0,0,0,0,42161,100309434438627194653591,0
0x7140CdF63CaB6a52DC236bE37f037fEf1beC7dd9, 0.01482,0,0,0,0,42161,100000000000000000000000,0
0xE143eEdDf3f4b9C1088274DE996C3ddbe282eae2, 0.01482,0,0,0,0,42161,100001114444444400000000,0
0xfDbAA5EEe7Cdf45EEc3a71a672065A67191Fda7A, 0.01472,0,0,0,0,42161,99327550000000000000000,0
0xE729419Ee0551a57B06aAA3DE2c936Cd6aD72C60, 0.01425,0,0,0,0,42161,96112740473169300593222,0
0x45e5bdB64AF009A5792b650BF5bd110665500Da3, 0.01346,0,0,0,0,42161,90845235544645525331171,0
0xdD537C675Db2597A0ff2a51C382dD36Ba716D8Fb, 0.01344,0,0,0,0,42161,77101148925863004870316,3401905442964489339060
